Revenant pyrefiend,52,480,No
Revenant vampyre,68,600,No
Revenant werewolf,75,650,No
Risen knight,47,450,Yes
Risen knight -2-,54,510,Yes
Risen knight -3-,63,610,Yes
Riyl Shade,80,740,Yes
Riyl Shadow,80,500,Yes
Rock,157,1400,Yes
Rock Crab,13,500,Yes
Rock lobster,156,1500,Yes
Rockslug,29,270,Yes
Rocnar -POH-,97,1000,Yes
Rogue,15,170,Yes
Rooster,3,70,Yes
Rowdy Guard,43,600,Yes
Rowdy Slave,10,160,Yes
Rusty,2,70,No
Salarin the Twisted,70,700,Yes
San Tojalon,106,1200,Yes
Sapping Glacyte,101,1000,Yes
Saradomin Priest,113,890,Yes
Saradomin wizard,108,1200,Yes
Scabaras,75,500,Yes
Scabaras Lancer,112,900,Yes
Scabaras Larva,14,190,Yes
Scabaras Locust,106,900,Yes
Scabaras Mage,98,700,Yes
Scabaras Mage -2-,88,700,Yes
Scabaras Ranger,103,900,Yes
Scarab,112,250,Yes
Scarab -2-,98,250,Yes
Scarab Mage,93,500,Yes
Scorpion,14,170,No
Scorpion -2-,38,150,Yes
Scorpion -3-,59,550,No
Scorpion -4-,37,370,No
Sea Snake Hatchling,62,500,Yes
Sea Snake Young,90,850,Yes
Sea Troll -1-,79,1000,Yes
Sea Troll -2-,65,800,Yes
Sea Troll -3-,101,800,Yes
Sea Troll -4-,87,800,Yes
Sea Troll Queen,170,2000,Yes
Seagull -1-,3,100,No
Seagull -2-,2,60,No
Sergeant Grimspike,142,1460,Yes
Sergeant Steelwill,142,1270,Yes
Sergeant Strongstack,141,1280,Yes
Shade,140,1100,Yes
Shade -Stronghold of Security-,83,700,No
Shadow,73,150,Yes
Shadow Hound,63,620,Yes
Shadow spider,52,550,Yes
Shadow warrior,48,670,Yes
Shady stranger,30,300,No
Shady stranger -2-,50,440,Yes
Shantay Guard,22,320,No
Shifter,38,230,Yes
Shifter -2-,57,380,Yes
Shifter -3-,76,530,Yes
Shifter -4-,90,680,Yes
Shifter -5-,104,830,Yes
Shifter -The Void Stares Back-,64,550,Yes
Shipyard Worker,11,100,Yes
Sigmund -2-,64,700,Yes
Sigmund -3-,75,850,Yes
Sir Bedivere,110,900,Yes
Sir Carl,62,570,Yes
Sir Gawain,122,1100,Yes
Sir Harry,62,570,Yes
Sir Jerro,62,580,Yes
Sir Kay,124,1100,Yes
Sir Lancelot,127,1150,Yes
Sir Leye,20,200,Yes
Sir Lucan,120,1050,Yes
Sir Mordred,39,390,Yes
Sir Palomedes,118,1000,Yes
Sir Pelleas,112,990,Yes
Sir Tristram,115,1050,Yes
Sköll,672,25000,Yes
Skeletal Hand,80,1000,Yes
Skeletal Hellhound,97,1150,Yes
Skeletal horror -First Form-,320,3500,Yes
Skeletal horror -Fourth Form-,100,1250,Yes
Skeletal horror -Second Form-,260,2750,Yes
Skeletal horror -Third Form-,180,2000,Yes
Skeletal Miner,42,390,Yes
Skeletal Wyvern,198,2000,Yes
Skeleton,115,970,Yes
Skeleton -1-,25,170,No
Skeleton -10-,85,770,No
Skeleton -11-,63,620,Yes
Skeleton -12-,87,920,Yes
Skeleton -13-,42,420,Yes
Skeleton -14-,59,530,Yes
Skeleton -16-,72,690,Yes
Skeleton -17-,77,800,Yes
Skeleton -18-,81,710,Yes
Skeleton -19-,108,970,Yes
Skeleton -2-,21,240,No
Skeleton -20-,120,1070,Yes
Skeleton -21-,140,1170,Yes
Skeleton -22-,31,150,Yes
Skeleton -24-,28,160,Yes
Skeleton -25-,53,200,Yes
Skeleton -26-,40,150,Yes
Skeleton -27-,38,170,Yes
Skeleton -28-,94,850,Yes
Skeleton -29-,97,870,Yes
Skeleton -3-,22,290,No
Skeleton -4-,45,590,No
Skeleton -6-,77,510,Yes
Skeleton -7-,60,700,No
Skeleton -8-,68,700,No
Skeleton -9-,13,180,No
Skeleton -Gorilla-,142,1100,Yes
Skeleton -Lumbridge Catacombs-,11,107,No
Skeleton -POH-,22,290,Yes
Skeleton -Trekking 1- ,15,170,Yes
Skeleton -Trekking 2-,75,700,Yes
Skeleton brute,132,1240,Yes
Skeleton Champion,40,580,Yes
Skeleton Fremennik,40,250,Yes
Skeleton Fremennik -2-,50,350,Yes
Skeleton Fremennik -3-,60,400,Yes
Skeleton Heavy,132,1240,Yes
Skeleton Hero,149,1240,Yes
Skeleton Looter,41,400,Yes
Skeleton Mage,16,170,Yes
Skeleton Mage -Piscatoris-,83,800,Yes
Skeleton thug,132,1240,Yes
Skeleton warlock,11,180,No
Skeleton Warlord,132,1240,Yes
Skoblin,15,50,Yes
Skoblin -Lumbridge Catacombs-,14,95,No
Skogre,44,720,Yes
Skraeling,2,10,Yes
Slagilith,92,600,Yes
Slash Bash,111,1000,Yes
Slug Prince,62,710,Yes
Small Lizard,12,150,Yes
Small Scarab,41,400,Yes
Smith ancestor,43,500,No
Snailfeet,45,500,Yes
Snake,5,60,No
Snake -2-,24,250,Yes
Snake -3-,35,250,Yes
Snothead,35,450,Yes
Sofiya,24,600,Yes
Soldier -2-,28,220,Yes
Sorebones,57,520,Yes
Soulless,18,240,Yes
Speedy Keith,34,370,No
Spider,1,20,No
Spider -2-,1,20,Yes
Spider -3-,24,220,No
Spidine,42,350,Yes
Spinner,36,330,Yes
Spinner -2-,55,530,Yes
Spinner -3-,74,730,Yes
Spinner -4-,88,1130,Yes
Spinner -5-,92,930,Yes
Spinner -The Void Stares Back-,89,450,Yes
Spinolyp,76,750,Yes
Spiritual Mage -Armadyl-,122,860,Yes
Spiritual Mage -Bandos-,121,1060,Yes
Spiritual Mage -Saradomin-,120,850,Yes
Spiritual Mage -Zamorak-,121,750,Yes
Spiritual Ranger -Armadyl-,127,890,Yes
Spiritual Ranger -Bandos-,115,1310,Yes
Spiritual Ranger -Saradomin-,122,1060,Yes
Spiritual Ranger -Zamorak-,118,1200,Yes
Spiritual Warrior -Armadyl-,123,980,Yes
Spiritual Warrior -Bandos-,134,1310,Yes
Spiritual Warrior -Saradomin-,125,1100,Yes
Spiritual Warrior -Zamorak-,115,1000,Yes
Splatter,22,130,Yes
Splatter -2-,33,230,Yes
Splatter -3-,44,330,Yes
Splatter -4-,54,430,Yes
Splatter -5-,65,530,Yes
Stag,15,190,Yes
Starlight,149,1600,Yes
Steel Armour,53,500,Yes
Steel dragon,246,2100,Yes
Steel dragon -POH-,246,2100,Yes
Stick,141,1350,Yes
Straven,23,200,No
Strongbones,75,800,Yes
Suit of Armour,19,290,Yes
Summoner,64,770,Yes
Summoner -2-,56,660,Yes
Summoner -3-,39,470,Yes
Summoner -4-,49,550,Yes
Sunfreet,530,11000,Yes
Sunfreet -2-,80,800,Yes
Supreme Ded Meet,45,1000,Yes
Suqah,111,1050,Yes
Suspicious outsider,50,440,Yes
Svetlana,24,600,Yes
Swamp Snake,80,1200,Yes
Swamp Snake -1-,109,1250,Yes
Swamp Snake -2-,139,1300,Yes
Swarming Turoth,89,100,Yes
Swordchick,46,350,Yes
Tanglefoot,111,1020,Yes
Tarn Razorlor,69,900,Yes
Tenacious Toucan,70,500,Yes
Tentacle,99,750,Yes
Terror Dog,100,820,Yes
Terror Dog -2-,110,870,Yes
Terrorbird,28,340,Yes
The Everlasting,223,2300,Yes
The Illusive,108,1450,Yes
The Inadequacy,343,1800,Yes
The Kendal,70,630,Yes
The Map,5,70,Yes
The Shaikahan,83,1000,Yes
The Untouchable,274,900,Yes
Thief,16,170,No
Thief -2-,14,370,Yes
Thora,2,10,Yes
Thrantax the Mighty,92,800,Yes
Thrower Troll,67,950,Yes
Thrower Troll -2-,68,950,Yes
Thug,10,180,Yes
Tok-Xil,90,400,Yes
Tok-Xil -POH-,135,600,Yes
TokHaar-Hur,100,800,Yes
TokHaar-Jad,780,2500,Yes
TokHaar-Ket,180,1500,Yes
TokHaar-Ket Champion,357,4000,Yes
TokHaar-Ket-Dill,120,900,Yes
TokHaar-Ket-Zek,400,1800,Yes
TokHaar-Mej,160,1200,Yes
TokHaar-Tok-Xil,200,700,Yes
TokHaar-Xil,140,1300,Yes
TokHaar-Yt-MejKot,300,1000,Yes
TokTz-Ket-Dill,100,750,Yes
TokTz-Ket-Dill -2-,100,900,Yes
Torag the Corrupted,146,1000,Yes
Torcher,33,180,Yes
Torcher -2-,49,300,Yes
Torcher -3-,66,450,Yes
Torcher -4-,79,570,Yes
Torcher -5-,91,700,Yes
Torcher -6-,92,710,Yes
Torcher -The Void Stares Back-,50,750,Yes
Tormented demon,450,3260,Yes
Tormented wraith,129,1500,Yes
Tortoise,79,1000,Yes
Tortoise -2-,92,1200,Yes
Tortured soul,59,510,Yes
Tortured soul -QBD-,147,500,Yes
Tough guy,75,750,Yes
Tower Archer,19,300,Yes
Tower Archer -2-,34,520,Yes
Tower Archer -3-,49,700,Yes
Tower Archer -4-,64,900,Yes
Tower Guard,25,220,Yes
Tower Guard -2-,28,220,Yes
Trade floor guard,86,700,Yes
Tramp,2,70,No
Tree Spirit -Enchanted Valley-,14,250,Yes
Tree Spirit -Entrana-,101,850,Yes
Treus Dayth,95,1000,Yes
Tribesman,32,390,Yes
Troll -Falador-,98,880,No
Troll -POH-,91,1200,Yes
Troll brute,2,50,Yes
Troll chucker,2,50,Yes
Troll commando,2,50,Yes
Troll father,56,660,Yes
Troll father -2-,47,550,Yes
Troll father -3-,64,780,Yes
Troll father -4-,40,440,Yes
Troll General,171,1400,Yes
Troll General -2-,171,1400,Yes
Troll General -3-,12,100,Yes
Troll general -D&D -2-,95,990,Yes
Troll general -D&D -3-,81,860,Yes
Troll general -D&D -4-,69,700,Yes
Troll general -D&D-,106,1100,Yes
Troll mage commando,2,50,Yes
Troll ranger,56,660,Yes
Troll ranger -2-,65,780,Yes
Troll ranger -3-,40,440,Yes
Troll ranger -4-,47,550,Yes
Troll ranger commando,2,50,Yes
Troll runt,80,780,Yes
Troll runt -2-,65,660,Yes
Troll runt -3-,44,470,Yes
Troll runt -4-,58,580,Yes
Troll shaman,2,50,Yes
Troll spectator,71,900,Yes
Tstanon Karlak,145,1420,Yes
Tumeken's shadow,41,400,Yes
Turkey,5,50,No
Turkey -2-,138,10000,No
Turoth -1-,83,760,Yes
Turoth -2-,85,770,Yes
Turoth -3-,87,790,Yes
Turoth -4-,88,800,Yes
Turoth -5-,89,810,Yes
Twig,71,900,Yes
Tyras guard,110,1120,Yes
Tz-Kek,45,200,Yes
Tz-Kek -2-,22,100,Yes
Tz-Kih,22,100,Yes
TzHaar-Hur,74,800,Yes
TzHaar-Ket,149,1400,Yes
TzHaar-Ket (Hardened),320,3000,Yes
TzHaar-Ket-Yit’tal,313,3000,Yes
TzHaar-Mej,103,1000,Yes
TzHaar-Xil,133,1200,Yes
TzHaar-Xil (Hardened),368,3200,Yes
TzTok-Jad,702,2500,Yes
Ugthanki,42,450,Yes
Ulfric,100,600,Yes
Umbra,285,6000,Yes
Undead Chicken,1,30,Yes
Undead Cow,2,80,Yes
Undead Lumberjack,30,100,Yes
Undead Lumberjack -2-,35,110,Yes
Undead Lumberjack -3-,40,120,Yes
Undead Lumberjack -4-,45,130,Yes
Undead Lumberjack -5-,50,140,Yes
Undead Lumberjack -6-,55,150,Yes
Undead Lumberjack -7-,60,160,Yes
Undead Lumberjack -8-,64,170,Yes
Undead Lumberjack -9-,70,180,Yes
Undead One,68,470,Yes
Undead One -2-,73,590,Yes
Undead One -3-,61,470,Yes
Undead Troll,74,710,Yes
Undead Troll -2-,100,930,Yes
Undead Troll -3-,125,1100,Yes
Ungadulu,70,700,Yes
Unicorn,15,190,No
Unicorn Foal,12,150,Yes
Unicow,25,240,Yes
Unstable Glacyte,101,1000,Yes
Valgerd,2,10,Yes
Vampyre -1-,61,400,Yes
Vampyre -2-,72,500,Yes
Vampyre -3-,77,600,Yes
Vampyre Juvenile,45,600,Yes
Vampyre Juvinate -1-,112,1200,Yes
Vampyre Juvinate -2-,50,600,Yes
Vampyre Juvinate -3-,54,500,Yes
Vampyre Juvinate -4-,59,350,Yes
Vampyre Juvinate -5-,64,800,Yes
Vampyre Juvinate -6-,75,1100,Yes
Vampyre Juvinate -7-,90,1000,Yes
Vampyre Juvinate -8-,119,1500,Yes
Vanescula Drakan,424,1,Yes
Vanstrom Klause,169,1550,Yes
Vanstrom Klause -Darkmeyer-,332,8000,Yes
Vera,24,600,Yes
Verac the Defiled,146,1000,Yes
Vulture,31,100,Yes
Vyrelady,194,1600,Yes
Vyrelord,194,1600,Yes
Vyrewatch -1-,110,950,Yes
Vyrewatch -2-,112,1200,Yes
Vyrewatch -3-,120,1050,Yes
Vyrewatch -4-,128,1400,Yes
Vyrewatch -5-,130,1150,Yes
Vyrewatch -6-,140,1250,Yes
Wall beast,49,1050,Yes
Wallasalki,98,1200,Yes
Warped bat,12,113,No
Warped cockroach,1,20,No
Warped fly,5,67,No
Warped rat,9,100,No
Warped Terrorbird -1-,81,1500,Yes
Warped Terrorbird -2-,143,2000,Yes
Warped Tortoise,96,870,Yes
Warrior -2-,48,500,Yes
Warrior ancestor,66,800,No
Warrior ancestor -2-,61,600,No
Warrior Woman,24,200,No
Watchman,33,220,Yes
Water elemental,34,300,Yes
Water Wizard,13,250,No
Waterfiend,115,1280,Yes
Waterfiend -Frozen Fortress 2-,115,1280,Yes
Waterfiend -Frozen Fortress-,134,1410,Yes
Weaponsmaster,23,150,No
Werewolf,88,1000,Yes
Werewolf -2-,93,920,Yes
White Golem,75,800,Yes
White Knight,36,520,No
White Knight -2-,38,520,No
White Knight -3-,39,520,No
White Knight -4-,42,550,No
White Wolf,25,340,Yes
White Wolf -2-,38,440,Yes
Wild Dog,63,620,Yes
Wild jade vine,167,2500,Yes
WildyWyrm,382,10000,Yes
Wilson,37,500,Yes
Wingman Skree,143,1210,Yes
Witch's Experiment -1-,19,210,Yes
Witch's Experiment -2-,30,320,Yes
Witch's Experiment -3-,42,410,Yes
Witch's Experiment -4-,53,550,Yes
Wizard,9,140,No
Wizard,64,770,Yes
Wizard -2-,39,470,Yes
Wizard -3-,56,660,Yes
Wizard -4-,49,550,Yes
Wolf,64,690,Yes
Wolf -2-,11,100,No
Wolf -3-,14,150,No
Woman,2,70,No
Woman -2-,3,100,Yes
Woman -3-,4,130,Yes
Woman -4-,12,130,Yes
Woman -5-,14,230,Yes
Wormbrain,2,50,No
Yadviga,24,600,Yes
Yak,22,500,Yes
Yeti,93,1200,Yes
Young grotworm,10,150,Yes
Yt-HurKot,108,600,Yes
Yt-MejKot,180,800,Yes
Yuri,24,600,Yes
Zakl'n Gritch,142,1500,Yes
Zamorak Crafter,19,250,Yes
Zamorak Mage,82,500,Yes
Zamorak Mage -2-,84,500,Yes
Zamorak Ranger,81,500,Yes
Zamorak Ranger -2-,82,500,Yes
Zamorak Ranger-3-,81,500,Yes
Zamorak Warrior,85,450,Yes
Zamorak Warrior -2-,84,450,Yes
Zamorak Warrior -3-,81,450,Yes
Zamorak Wizard,65,800,Yes
Zanik,75,700,Yes
Zaromark Sliver,80,700,Yes
Zenevivia,246,3500,Yes
Zogre,44,720,Yes
Zoja,24,600,Yes
Zombie,13,220,No
Zombie -10-,100,1020,Yes
Zombie -11-,40,380,Yes
Zombie -12-,42,400,Yes
Zombie -13-,47,420,Yes
Zombie -14-,50,480,Yes
Zombie -15-,56,500,Yes
Zombie -16-,61,570,Yes
Zombie -17-,67,630,Yes
Zombie -18-,70,650,Yes
Zombie -19-,72,680,Yes
Zombie -2-,18,240,No
Zombie -20-,76,710,Yes
Zombie -21-,80,730,Yes
Zombie -22-,81,760,Yes
Zombie -23-,85,750,Yes
Zombie -24-,86,760,Yes
Zombie -25-,90,810,Yes
Zombie -26-,95,920,Yes
Zombie -27-,98,960,Yes
Zombie -28-,56,250,Yes
Zombie -29-,38,150,Yes
Zombie -3-,24,300,No
Zombie -30-,41,150,Yes
Zombie -31-,69,250,Yes
Zombie -5-,25,300,Yes
Zombie -6-,30,300,No
Zombie -7-,44,400,No
Zombie -8-,53,500,No
Zombie -9-,23,200,Yes
Zombie Champion,51,600,Yes
Zombie Hand,90,1000,Yes
Zombie Pirate,57,520,Yes
Zombie rat,3,50,No
Zombie Swab,55,500,Yes
