55|Heroes' Quest|1|P2P|3.075k XP Attack, 3.075k XP Defence, 3.075k XP Constitution, 3.075k XP Strength, 2.825k XP Cooking, 2.725k XP  Fishing, 2.575k XP Mining, 2.257k XP Smithing, 2.075k XP Ranged, 1.575k XP Firemaking, 1.575k XP Woodcutting, 1.325k XP Herblore, ability to use Dragon Battleaxe, ability to use Dragon Mace, access to Hero's Guild|55|25 Herblore, 50 Mining, 53 Cooking, 53 Fishing|105,71,67,22|Shield of Arrav, Merlin's Crystal, Lost City, Dragon Slayer|<mi>50</mi><ck>53</ck><fi>53</fi><hl>25</hl>|Heroes Quest,10,59,North,14,29,East|Heroes' Quest
56|Holy Grail|2|P2P|11,000 Prayer XP,   15,300 Defence XP,   2 Treasure Hunter keys and 2 Hearts of Ice|0|30 Attack|71|Merlin's Crystal|<at>30</at>|Holy Grail,11,1,North,10,6,East|
57|Horror From The Deep|2|P2P|4.66k XP Magic, 4.66k XP Strength, 4.66k XP Ranged, Damaged Prayer Book|0|32 Agility|None||<ag>32</ag>|Horror from the Deep,14,52,North,2,6,East|Horror from the Deep
155|Hunt for Red Raktuber|1|P2P|3,000 Construction XP,   2,000 Thieving XP,    1,500 Hunter XP,   Penguin Hunter Expansion,   Penguin Hide and Seek bonus - Polar Bear,   2 Treasure Hunter keys and 2 Hearts of Ice|0|38 Thieving, 45 Construction, 45 Hunter|10,100|Cold War, Sea Slug|<hu>45</hu><th>38</th><co>45</co>|The Hunt For Red Raktuber,3,12,North,4,48,East|
216|Icthlarin's Little Helper|2|P2P|4,500 Thieving XP,   4,000 Agility XP,  4,000 Woodcutting XP,  Amulet of Catspeak,  Access to Sophanem,   2 Treasure Hunter keys and 2 Hearts of Ice|0||44,189,93|Gertrude's Cat,Diamond in the Rough ,Restless Ghost, The||Icthlarin's Little Helper,9,51,South,27,22,East|
60|In Aid of the Myreque |2|P2P|2k XP Attack, 2k XP Defence, 2k XP Strength, 2k XP Crafting|0|15 Mining, 25 Crafting, 25 Magic|79,61|Nature Spirit, In Search of the Myreque|<mi>15</mi><cr>25</cr><ma>25</ma>|In Aid of the Myreque,9,30,North,32,56,East|In Aid of the Myreque
150|In Pyre Need|1|P2P|14.4k XP Firemaking, 12.5k XP Fletching, 11.5K XP Crafting, Access to Phoenix Lair once per day|0|52 Crafting, 53 Fletching, 55 Firemaking|None||<fm>55</fm><fl>53</fl><cr>52</cr>|In Pyre Need,14,43,North,04,28,West|In Pyre Need
61|In Search of the Myreque|2|P2P|0.6k XP Attack, 0.6k XP Defense, 0.6k XP Strength, 0.6k XP Constitution, 0.6k XP Crafting, 2 rubies, 4 big bones, shortcut to Mort'ton |0|25 Agility|79|Nature Spirit|<ag>25</ag>|In Search of the Myreque,9,54,North,33,12,East|In Search of the Myreque
62|Jungle Potion|1|P2P|0.775k XP Herblore|0|3 Herblore|24|Druidic Ritual|<hl>3</hl>|Jungle Potion,2,24,South,11,35,East|Jungle Potion
135|Kennith's Concerns|1|P2P|12k Mining XP, 5k Agility XP|0|46 Mining|107|Slug Menace |<mi>46</mi>|Kennith's Concerns,3,50,North,8,28,East|Kennith's Concerns
173|King of the Dwarves|2|P2P|2 Quest Points, 55,000 Strength Experience, 50,000 Smithing Experience, 45,000 Mining Experience, A new gravestone option|0|68 Mining, 70 Smithing, 77 Strength|78, 158|My Arm's Big Adventure, Forgiveness of a Chaos Dwarf|<mi>68</mi><sm>70</sm><st>77</st>|King of the Dwarves,17,10,North,9,1,East|King of the Dwarves
63|King's Ransom|1|P2P|5k XP Magic, 33k XP Defence, 5k XP to any skill, access to Knight Waves Training Ground|0|45 Magic, 65 Defence|7,56,71,77,82|Black Knights' Fortress, Holy Grail, The, Merlin's Crystal, Murder Mystery, One Small Favour|<ma>45</ma><de>65</de>|King's Ransom,12,15,North,9,26,East|King's Ransom
65|Land of Goblins|1|P2P|3k XP Agility, 3k XP Herblore, 3k XP Thieving, 3k XP Fishing, 3k XP Strength, 2k XP Prayer|0|30 Prayer, 36 Agility, 36 Fishing, 36 Thieving, 37 Herblore|2,39|Another Slice of H.A.M., Fishing Contest|<pr>30</pr><ag>36</ag><th>36</th><fi>36</fi><hl>37</hl>|Land of the Goblins,1,41,North,24,0,East|Land of the Goblins
136|Legacy of Seergaze|2|P2P|Blood Talisman, 3k XP Magic, 2k XP Agility, 4k XP Crafting, 2k XP Mining, Tome of XP: Three chapters 2.5k XP each|0|20 Construction, 29 Agility, 31 Slayer, 35 Mining, 40 Firemaking, 47 Crafting, 49 Magic|14|Darkness of Hallowvale |<co>20</co><ag>29</ag><sl>31</sl><mi>35</mi><fm>40</fm><cr>47</cr><ma>49</ma>|Legacy of Seergaze,10,9,North,31,5,East|Legacy of Seergaze
66|Legend's Quest |4|P2P|7.650k XP in 4 skills, ability to wield Dragon Square Shield, access to Legends Guild,|107|42 Prayer, 45 Herblore, 50 Agility, 50 Crafting, 50 Smithing, 50 Strength, 50 Thieving, 50 Woodcutting, 52 Mining, 56 Magic|55,36,122,126,106|Heroes' Quest, Family Crest, Underground Pass, Waterfall Quest, Shilo Village|<wc>50</wc><cr>50</cr><ag>50</ag><sm>50</sm><pr>42</pr><th>50</th><mi>52</mi><st>50</st><hl>45</hl><ma>56</ma>|Legends Quest,6,25,North,8,58,East|Legends' Quest
67|Lost City|3|P2P|Access to Lost City, ability to wield Dragon Dagger & Dragon Longsword|0|31 Crafting, 36 Woodcutting|None||<cr>31</cr><wc>36</wc>|Lost City,1,21,North,22,14,East|Lost City
169|Love Story|2|P2P|50K XP Construction, 50K XP Magic, 40K XP Smithing, 40K Xp Crafting, 30k GP, Construction and Magic abilities|0|67 Crafting, 68 Construction, 68 Smithing, 77 Magic|110, 90|Swan Song, Recipe for Disaster|<cr>67</cr><co>68</co><sm>68</sm><ma>77</ma>|Love Song,4,24,North,21,56,East|Love Story
69|Lunar Diplomacy|2|P2P|5k XP Magic, 5k XP Runecrafting|0|40 Defence, 49 Firemaking, 5 Herblore, 55 Woodcutting, 60 Mining, 61 Crafting, 65 Magic|42,67,98,106|Fremennik Trials, The, Lost City, Rune Mysteries, Shilo Village|<cr>61</cr><de>40</de><fm>49</fm><hl>5</hl><ma>65</ma><mi>60</mi><wc>55</wc>|Lunar Diplomacy,16,27,North,5,38,East|Lunar Diplomacy
70|Making History|3|P2P|1k XP Crafting, 1k XP Prayer, Enchanted Key, 750gp|0|20 Crafting, 40 Smithing, 7 Magic|86,93|Priest in Peril, The Restless Ghost|<cr>20</cr><sm>40</sm><ma>7</ma>|Making History,5,46,North,0,7,West|Making History
143|Meeting History|1|P2P|2500 XP on skill of your choice that's level 25+ from tome (split 2x1000, 1x500), Ability to continue Treasure Hunting using the Enchanted key, Access to past versions of Ardougne|0||70,24|Making History, Druidic Ritual||Meeting History,05,48,N,00,10,W|Meeting History
71|Merlin's Crystal|6|P2P|Excalibur Sword|0||None|||Merlin's Crystal,11,1,North,10,8,East|Merlin's Crystal
217|Missing My Mummy|1|P2P|5,000 Coins,   7.000 Consitution XP,   Access to the Amascut Altar,   2 Treasure Hunter keys and 2 Hearts of Ice|0|25 Thieving,45 Crafting,45 Prayer,50 Magic|43|Garden of Tranquillity|<th>25</th><cr>45</cr><pr>45</pr><ma>50</ma>|Missing My Mummy,3,14,North,20,31,East|
199|Missing, Presumed Death|2|P2P|1500 Combat Experience lamp  1000 Agility Experience lamp  500 Prayer Experience lamp  Mask of Sliske, Light/Mask of Sliske, Shadow cosmetic Headgears.  Book of the Underworld  Invitation box, used to Teleport to the Empyrean Citadel.  2 spins on the Squeal of Fortune|0|||||MPD,34,44,North,12,10,West|Missing, Presumed Death
73|Monk's Friend|1|P2P|2k XP Woodcutting, 7 Law Runes|0||None|||Monkey Madness,10,29,North,0,51,East|Monk's Friend
72|Monkey Madness|3|P2P|35k XP in 2 combat skills, 20k XP in 2 combat skills, 3 Diamonds, ability to wield Dragon Scimitar, 10000gp|0||49,118|Grand Tree, The, Tree Gnome Village||Monk's Friend,1,29,North,5,11,East|Monkey Madness
74|Mountain Daughter|2|P2P|1k XP Attack, 2k XP Prayer, Bear Helmet|0|20 Agility|None||<ag>20</ag>|Mountain Daughter,15,60,North,11,34,East|Mountain Daughter
75|Mourning's Ends Part I|2|P2P|25k XP Constitution, 25k XP Thieving|0|50 Thieving, 60 Ranged|95,103,5|Roving Elves, Sheep Herder, Big Chompy Bird Hunting|<th>50</th><rn>60</rn>|Mourning's Ends Part I,1,47,North,5,24,West|Mourning's Ends Part I
76|Mourning's Ends Part II|2|P2P|20k XP Agility, access to death altar, Crystal trinket|0||75|Mourning's Ends Part I||Mourning's Ends Part II,0,20,North,2,51,West|Mourning's Ends Part II
77|Murder Mystery|3|P2P|1.4k XP Crafting, 2000 gp, |0||None|||Murder Mystery,12,32,North,9,26,East|Murder Mystery
78|My Arm's Big Adventure|1|P2P|5k XP Farming, 10K XP Herblore, access to special herb patch|0|10 Woodcutting, 29 Farming|26,37,62|Eadgar's Ruse, Feud, The, Jungle Potion|<fr>29</fr><wc>10</wc>|My Arm's Big Adventure,16,8,North,12,45,East|My Arm's Big Adventure
79|Nature Spirit|2|P2P|3K XP Crafting, 2k XP Constitution, 2k XP Defence|0|18 Crafting|86,93|Priest in Peril, The Restless Ghost|<cr>18</cr>|Nature Spirit,10,45,North,30,9,East|Nature Spirit
214|Nomad's Elegy|1|P2P|50,000 Construction Experience Lamp  50,000 Mining Experience Lamp  50,000 Woodcutting Experience Lamp  50,000 Combat Experience Lamp  Invention blueprints for soul-in-a-box and urn enhancer.  2 Treasure Hunter keys and 2 Hearts of Ice|0|75 Mining,75 Construction,75 Woodcutting|206,207,203,115,162,171|Dishonour among Thieves,Heart of Stone,The Mighty Fall,Throne of Miscellania,Nomad's Requiem,The Void Stares Back|<mi>75</mi><co>75</co><wc>75</wc>|NomadsElegy,34,44,North,12,10,West|
162|Nomad's Requiem|3|P2P|70 Soul Wars zeal, Soul Wars respawn point, Soul Wars Cape|0|60 Construction, 65 Hunter, 66 Mining, 70 Prayer, 75 Magic|63|King's Ransom|<co>60</co><hu>65</hu><mi>66</mi><pr>70</pr><ma>75</ma>|Nomad's Requiem,9,30,South,7,18,West|Nomad's Requiem
80|Observatory Quest|2|P2P|2.25k XP Crafting, Book on Astrology, a random reward |0|10 Crafting|None||<cr>10</cr>|Observatory Quest,0,46,North,0,2,West|Observatory Quest
81|Olaf's Quest|1|P2P|12k XP Defence, access to brine cave, 20000gp, 4 rubies|0|40 Firemaking, 50 Woodcutting|42|Fremennik Trials, The|<wc>50</wc><fm>40</fm>|Olaf's Quest,17,46,North,8,53,East|Olaf's Quest
200|One of a Kind|1|P2P|Dragon rider amulet  90,000 Magic experience  80,000 Summoning experience  45,000 Dungeoneering experience  Access to celestial dragon resource dungeon  2 Treasure hunter keys for use in Treasure Hunter.  2 Hearts of Ice for use in Treasure Hunter.|0|40 Divination,67 Dungeoneering,74 Summoning|112,193,63,199|Tail of Two Cats, A,The World Wakes,King's Ransom,Missing, Presumed Death|<di>40</di><du>67</du><su>74</su>|OneofaKind,34,44,North,12,10,West|One of a Kind
181|One Piercing Note|2|P2P|Citharede robe set, 250 Prayer XP, Troubadour Dance Emote|0|||||One Piercing Note,0,5,South,29,62,East|One Piercing Note
82|One Small Favour|2|P2P|10k XP in 2 skills, Feldip Hills glider ride, Key ring, ability to make pot lids|0|18 Herblore, 25 Crafting, 30 Smithing, 36 Agility|98,24,106|Rune Mysteries, Druidic Ritual, Shilo Village|<cr>25</cr><hl>18</hl><ag>36</ag><sm>30</sm>|One Small Favour,5,33,South,12,21,East|One Small Favour
137|Perils of Ice Mountain|1|P2P|500 XP Contstruction, 500 XP Farming, 500 XP Hunter and Thieving, Ability to smith pickaxes, permission to use power station ladder|0|10 Construction, 10 Farming, 10 Hunter, 11 Thieving|None||<co>10</co><fr>10</fr><hu>10</hu><th>11</th>|Perils of Ice Mountain,8,34,North,17,45,East|Perils of Ice Mountain
85|Plague City|1|P2P|2.425k XP Mining, ability to use Ardougne teleport|0||None|||Plague City,5,23,North,3,60,East|Plague City
204|Plague's End|2|P2P|50,000 XP lamps for each of 10 skills: Agility, Crafting, Construction, Dungeoneering, Herblore, Mining, Prayer, Ranged, Summoning and Woodcutting  "of the Elves" Title  Trahaearn exoskeleton Set  Access to Prifddinas  Access to the Prifddinas under-city  2 Treasure Hunter keys for use in Treasure Hunter  2 Hearts of Ice for use in Treasure Hunter|0|75 Agility,75 Construction,75 Crafting,75 Dungeoneering,75 Herblore,75 Prayer,75 Summoning,75 Mining|70,159,134|Making History,Within The Light,Catapult Construction|<ag>75</ag><co>75</co><cr>75</cr><du>75</du><hl>75</hl><pr>75</pr><su>75</su><mi>75</mi>|PlaugeStart,34,44,North,12,10,West|Plague's End
86|Priest in Peril|1|P2P|1.4k XP Prayer, access to Morytania|0||None|||Priest in Peril,9,47,North,24,23,East|Priest in Peril
174|Prisoner of Glouphrie|1|P2P|60,000 Thieving XP, 60,000 Agility XP, 50,000 Construction XP, 45,000 Runecrafting XP, a new glider at the Tree Gnome Village, free spirit tree seed storage and ability to plant up to two spirit trees at a time with 86 farming|0|60 Construction, 61 Runecrafting, 64 Agility, 64 Thieving|83, 95|Path of Glouphrie, The, Roving Elves|<co>60</co><rc>61</rc><ag>64</ag><th>64</th>|Prisoner of Glouphrie,0,16,North,3,8,East|Prisoner of Glouphrie
168|Quiet Before the Swarm|1|P2P|4,000 Attack XP, 4900 Strength XP 1 Void Knight seal.|0|35 Attack, 42 Strength|59, 124|Imp Catcher, Wanted!|<at>35</at><st>42</st>|Quiet Before the Swarm,6,36,North,17,26,East|Quiet Before the Swarm
88|Rag and Bone Man|2|P2P|0.5k XP Cooking, 0.5k XP Prayer|0|40 Slayer|13,57,68,130|As a First Resort..., Horror From The Deep, Lost Tribe, The, Zogre Flesh Eaters|<sl>40</sl>|Rag and Bone Man,10,44,North,28,49,East|Rag and Bone Man
89|Ratcatchers|2|P2P|4,500 Thieving XP,   Access to Rat Pits,   Unlock Wiley and Lazy Cat Types,   2 Treasure Hunter keys and 2 Hearts of Ice|0||216|Icthlarin's Little Helper||Rat Catchers,7,52,North,22,13,East|
90|Recipe for Disaster|10|P2P|10k XP Agility, 28k XP Cooking 3.5k XP Crafting 1k XP Farming 1k XP Fishing, 4k XP Constitution 2.5k XP Magic, 1.5k XP Ranging, 1k XP Slayer, 1k XP Smithing, 1.5k XP Woodcutting, 20k XP to any skill, access to Culinaromancer's Chest in Lumbridge, ability to make Spicy Stew, , ability to cook Stuffed Snake, access to Monkey Agility Course, access to Mogre Camp, ability to craft Crab Claw and Crab Helmet, ability to hunt Jubbly birds, access to Evil Chicken's Lair, Ape Atoll Teleport Spell |175|20 Firemaking, 48 Agility, 70 Cooking|12,39,47,5,6,17,77,79,86,93,128,44,102,67,72,18,57|Cook's Assistant, Fishing Contest, Goblin Diplomacy, Big Chompy Bird Hunting, Biohazard, Demon Slayer, Murder Mystery, Nature Spirit, Priest in Peril, The Restless Ghost, Witch's House, Gertrude's Cat, Shadow of the Storm , Lost City, Monkey Madness, Desert Treasure , Horror From The Deep|<ck>70</ck><fm>20</fm><ag>48</ag>|Recipe for Disaster,1,39,North,24,3,East|Recipe for Disaster
218|Recruitment Drive|1|P2P|1,000 Prayer XP,   1,000 Herblore XP,   1,000 Agility XP,   Gaze of Saradomin (Falador Respawn),   Temple knights initiate helmet,   2 Treasure Hunter keys and 2 Hearts of Ice  |||24|Druidic Ritual||Recruitment Drive,5,30,North,16,16,East|
92|Regicide|3|P2P|13k XP Agility, 15000gp, ability to wield Dragon Halberd|0|10 Crafting, 56 Agility|122|Underground Pass|<ag>56</ag><cr>10</cr>|Regicide,4,5,North,4,15,East|Regicide
180|Ritual of the Mahjarrat|3|P2P|Three 80k XP lamps, 40k XP in Crafting & Mining, 110k Agility XP, The ability to use new Barrows equipment, mine bane ore, cast Tune Bane Ore and Storm of Armadyl, make bane projectiles and and Armadyl battlestaff, fight glacors and a new Barrows brother, and gain a combat boost in certain areas.|0|76 Crafting, 76 Mining, 77 Agility|160, 148, 54, 30, 107, 166, 140, 112, 38|Temple at Senntisten, The, While Guthix Sleeps, Hazeel Cult, Enakhra's Lament, Slug Menace , Fairy Tale Part III - Battle at Orks Rift, Rocking Out, Tail of Two Cats, A, Fight Arena|<cr>76</cr><mi>76</mi><ag>77</ag>|06.42N 17.26E|Ritual of the Mahjarrat
140|Rocking Out|2|P2P|25k XP Thieving Smithing Crafting and Agility, Free access to Agility Arena, Ability to catch pirate implings and steal from custom lockers|0|60 Agility, 63 Thieving, 66 Crafting, 69 Smithing|50|Great Brain Robbery, The|<ag>60</ag><th>63</th><cr>66</cr><sm>69</sm>|Rocking Out,10,28,North,38,33,East|Rocking Out
95|Roving Elves|1|P2P|10k XP Strength, Crystal bow 2/10 or Crystal shield 2/10 & Ability to buy and equip crystal items|0||92,126|Regicide, Waterfall Quest||Roving Elves,1,57,North,5,23,West|Roving Elves
96|Royal Trouble|1|P2P|5k XP Slayer, 5k XP Agility, 5k XP Constitution, 20000gp|0|40 Agility, 40 Slayer|115|Throne of Miscellania|<ag>40</ag><sl>40</sl>|Royal Trouble,21,47,North,1,52,East|Royal Trouble
97|Rum Deal|2|P2P|7k XP Prayer, 7k XP Fishing, 7k XP Farming, Holy Wrench|0|2 Crafting, 40 Farming, 42 Slayer, 47 Prayer, 50 Fishing|130|Zogre Flesh Eaters|<fr>40</fr><fi>50</fi><pr>47</pr><cr>2</cr><sl>42</sl>|Rum Deal,11,43,North,38,31,East|A Rum Deal
163|Rune Mechanics|1|P2P|900 Construction XP, 2300 Magic XP, 1850 Runecrafting XP, Rune guardian pet|0|20 Runecrafting, 25 Construction, 27 Magic|98, 132|Rune Mysteries, Wolf Whistle|<rc>20</rc><co>25</co><ma>27</ma>|Rune Mechanics,3,54,North,28,7,East|Rune Mechanics
194|Rune Memories|1|P2P|1 Quest Point  First tower robes  300 Magic experience  300 Runecrafting experience  Access to Archmage Sedridor's personal rune essence chest  2 extra spins on the Squeal of Fortune  The Archmage title (requires 99 Magic and 99 Runecrafting)  10,000 Prayer or Magic Experience after talking to the Lesser Demon in the Tower.|0||98|Rune Mysteries||Rune Memories,34,44,North,12,10,West|Rune Memories
178|Salt In The Wound|2|P2P|+100 Bound ammo/runes within Daemonheim, 45000 Defence experience, 17500 Constitution experience, 15000 Herblore experience, 12500 Summoning experience, 5000 Dungeoneering experience|0|35 Dungeoneering, 45 Summoning, 47 Herblore, 50 Construction, 60 Defence|135|Kennith's Concerns|<du>35</du><su>45</su><hl>47</hl><co>50</co><de>60</de>|Salt In The Wound,16,42,North,33,10,East|Salt in the Wound
99|Scorpion Catcher|1|P2P|6.625k XP Strength|0|31 Prayer|None||<pr>31</pr>|Scorpion Catcher,7,26,North,8,13,East|Scorpion Catcher
100|Sea Slug|1|P2P|7.175k XP Fishing, Oyster Pearl|0|30 Firemaking|None||<fm>30</fm>|Sea Slug,4,22,North,8,40,East|Sea Slug
101|Shades of Mort'ton|3|P2P|2k XP Herblore, 2k XP Crafting, access to Shade Temple|0|15 Herblore, 20 Crafting|86|Priest in Peril|<hl>15</hl><cr>20</cr>|Shades of Mort'ton,4,33,North,32,0,East|Shades of Mort'ton
102|Shadow of the Storm |1|P2P|10k XP in combat skill, Darklight sword|0|30 Crafting|17,48|Demon Slayer, Golem, The|<cr>30</cr>|Shadow of the Storm,0,9,South,25,62,East|Shadow of the Storm
103|Sheep Herder|4|P2P|3100 gp|0||None|||Sheep Herder,4,17,North,5,30,East|Sheep Herder
106|Shilo Village|2|P2P|3.875k XP Crafting, access to Shilo Village|0|20 Crafting, 32 Agility|62|Jungle Potion|<ag>32</ag><cr>20</cr>|Shilo Village,6,38,South,13,53,East|Shilo Village
107|Slug Menace |1|P2P|3.5k XP Crafting, 3.5k XP Runecrafting, 3.5k XP Thieving, promotion to Proselyte|0|30 Crafting, 30 Runecrafting, 30 Slayer, 30 Thieving|124,100|Wanted!, Sea Slug|<cr>30</cr><th>30</th><rc>30</rc><sl>30</sl>|The Slug Menace,6,36,North,17,25,East|Slug Menace
139|Smoking Kills|1|P2P|5k XP Slayer, Ability to construct combined slayer items, Access to new Slayer master and dungeon in Pollnivneach|0|25 Crafting, 35 Slayer,90 Combat|216|Icthlarin's Little Helper|<cr>25</cr><></><aa>90</aa>|Smoking Kills,5,13,South,28,39,East|
195|Some Like It Cold|1|P2P|1 Quest Point  40,000 Crafting experience  40,000 Fishing experience  10,000 Construction experience  10,000 Thieving experience  Access to a new Thieving event in the Circus  Rock and Pop costumes for clockwork penguin  Extension to Penguin Hide and Seek, which consists of a 3-point Penguin Spy that requires the seeker to be wearing a Ring of Visibility to be able to spot it.  2 spins on the Squeal of Fortune|0|65 Fishing,56 Crafting,50 Construction,50 Thieving|155|Hunt For Red Raktuber, The|<fi>65</fi><cr>56</cr><co>50</co><th>50</th>|Some Like It Cold,02,42,North,10,56,East|
185|Song from the Depths|1|P2P|700 Constitution XP, A Coral Crossbow, 50 Coral Bolts, Remora's necklace and reduced incomign damage whe nfighhting the Queen Black Dragon.|0|||||Song from the Depths,1,6,North,16,18,East|Song from the Depths
141|Spirit of Summer|1|P2P|7.5k XP Construction, 5k XP Prayer, 2k XP Farming, 1k XP Summoning, Jennica's Ring|0|19 Summoning, 26 Farming, 35 Prayer, 40 Construction|93|The Restless Ghost|<su>19</su><fr>26</fr><pr>35</pr><co>40</co>|Spirit of Summer,17,33,North,24,24,East|Spirit of Summer
109|Spirits of the Elid|2|P2P|8k XP Prayer, 1k XP Thieving, 1k XP Magic, access to Nardah shrine|0|33 Magic, 37 Mining, 37 Ranged, 37 Thieving|None||<th>37</th><mi>37</mi><rn>37</rn><ma>33</ma>|Spirits of the Elid,7,55,South,31,15,East|Spirits of the Elid
145|Summer's End|1|P2P|1.5K XP Summoning, 5K XP Hunter, 5K XP Mining, 5K XP Woodcutting, 10k XP Prayer, 15K XP Firemaking, Ability to weild Spirit Sheilds, Upgraded version of Jenica's Ring|0|23 Summoning, 23 Woodcutting, 35 Hunter, 45 Mining, 47 Firemaking, 55 Prayer|141|Spirit of Summer|<su>23</su><wc>23</wc><hu>35</hu><mi>45</mi><fm>47</fm><pr>55</pr>|Summer's End,17,37,North,24,30,East|Summer's End
110|Swan Song|2|P2P|10k XP Prayer, 15k XP Magic, 10k XP Fishing, 25000gp, access to Piscatoris Fishing Colony|100|40 Crafting, 42 Firemaking, 45 Smithing, 62 Cooking, 62 Fishing, 66 Magic|43,82|Garden of Tranquillity, One Small Favour|<ma>66</ma><ck>62</ck><fi>62</fi><sm>45</sm><fm>42</fm><cr>40</cr>|Swan Song,15,17,North,2,60,West|Swan Song
111|Tai Bwo Wannai Trio |2|P2P|5k XP Fishing, 5k XP Cooking, 2.5k XP Attack, 2.5k XP Strength, Rune spear(kp), ability to cook marinated Jogre bones, ability to cook and fish Karambwan, 2000gp |0|15 Agility, 30 Cooking, 5 Fishing|62|Jungle Potion|<ag>15</ag><ck>30</ck><fi>5</fi>|Tai Bwo Wannai Trio,2,21,South,10,39,East|Tai Bwo Wannai Trio
113|Tears of Guthix|1|P2P|1k XP Crafting, access to Tears of Guthix cave|43|20 Crafting, 20 Mining, 49 Firemaking|None||<cr>20</cr><fm>49</fm><mi>20</mi>|Tears of Guthix,0,19,North,22,49,East|Tears of Guthix
114|Temple of Ikov|1|P2P|10.5k XP Ranged, 8k XP Fletching|0|40 Ranged, 42 Thieving|None||<rn>40</rn><th>42</th>|Temple of Ikov,4,60,North,4,14,East|Temple of Ikov
179|The Branches of Darkmeyer|2|P2P|50,000 Woodcutting XP, 40,000 Fletching XP, 35,000 Magic XP, 25,000 Slayer XP, 20,000 Agility XP, 20,000 Farming XP, 20,000 Crafting XP, 3 tomes granting 50,000 XP in a skill of your choice,Drakan's Medallion (teleports to areas in Morytania),  Darkmeyer vyrewatch costume, Ability to make blisterwood weapons that are potent against vampyres, Access to Darkmeyer|0|63 Agility, 63 Farming, 64 Crafting, 67 Slayer, 70 Fletching, 70 Magic, 76 Woodcutting|136, 66|Legacy of Seergaze, Legend's Quest |<ag>63</ag><fr>63</fr><cr>64</cr><sl>67</sl><fl>70</fl><ma>70</ma><wc>76</wc>|The Branches of Darkmeyer,1,43,North,33,1,East|The Branches of Darkmeyer
192|The Brink of Extinction|3|P2P|100,000 Mining Exp, 275,000 Exp Lamp ((Attack, Strength, Defence, Range, Magic(Must be 80+)), Access to the Fight Cauldron, Ability to Smith Obsidian Armour and to Donate Tokkul, The 'TzHaar-' title, 2 Squeal of Fortune spins.|0|80 Defence,80 Smithing,72 Mining|184|The Elder Kiln|<de>80</de><sm>80</sm><mi>72</mi>|The Brink of Extinction,0,12,North,12,60,East|The Brink of Extinction
151|The Chosen Commander|3|P2P|20k XP Agility, 20k XP Strength, 20k XP Thieving, Zanik's Crossbow, Access to Bandos Throne Room (Speak to Oldak)|0|46 Agility, 46 Strength, 46 Thieving|65|Land of Goblins|<th>46</th><ag>46</ag><st>46</st>|The Chosen Commander,1,39,North,24,9,East|
156|The Curse of Arrav|1|P2P|14K XP Thievings, 9K XP Ranged, 9K XP Agility, 9K XP Strength, 30K XP Minings, 2.5K XP Slayer, 4K XP Summoning |0|37 Slayer, 41 Summoning, 61 Agility, 64 Mining, 64 Ranged, 64 Strength, 66 Thieving|146,101,153,120,217|Defender of Varrock,Shades of Mort'ton,The Tale of the Muspah,Troll Romance,Missing My Mummy|<sl>37</sl><su>41</su><ag>61</ag><mi>64</mi><rn>64</rn><st>64</st><th>66</th>|The Curse of Arrav,7,55,North,31,17,East|
20|The Dig Site|2|P2P|15,300 Mining XP,   2,000 Herblore XP,   2 Gold Bars,   Codex Ultimatus,   Ability to do Varrock Museum Specimen Cleaning,   2 Treasure Hunter keys and 2 Hearts of Ice|0|10 Agility, 10 Herblore, 25 Thieving|None||<th>25</th><ag>10</ag><hl>10</hl>|Dig Site, The,5,31,North,28,53,East|
184|The Elder Kiln|2|P2P|50000 Magic exp , 30000 Agility exp, 100000 XP Lamp (Attack, Strength, Defence, Magic or Ranged),   Tokkul-Zo,  Access to the TzHaar Fight Kiln (when you sacrifice a Fire cape)|0|41 Mining, 60 Agility, 75 Magic|||<mi>41</mi><ag>60</ag><ma>75</ma>|The Elder Kiln,0,12,North,12,60,East|The Elder Kiln
33|The Eyes of Glouphrie|2|P2P|12,000 Magic XP,   2,500 Woodcutting XP,   6,000 Runecrafting XP,   250 Construction XP,   Small Crystal Seed,   Ability to Use Any of The Singing Bowls,   2 Treasure Hunter keys and 2 Hearts of Ice|0|46 Magic, 5 Construction|49|Grand Tree, The|<co>5</co><ma>46</ma>|The Eyes Of Glouphrie,8,0,North,1,10,West|
37|The Feud|1|P2P|15,000 Thieving XP,   Blackjack,   Desert Disguise,  2 Treasure Hunter keys and 2 Hearts of Ice|0|30 Thieving|None||<th>30</th>|The Feud,1,33,North,26,58,East|
182|The Firemaker's Curse|2|P2P|80K Firemaking experience, 30K Agility experience, 76K Constitution experience, The Book of Char, Access to two new events in Balthazar Beauregard's Big Top Bonanza, Access to Char's training cave|0|64 Agility, 74 Firemaking, 76 Constitution|None||<ag>64</ag><fm>74</fm><hp>76</hp>|The Firemaker's Curse,6,31,North,2,28,West|The Firemaker's Curse
41|The Fremennik Isles|1|P2P|5,000 Construction XP,   5,000 Crafting XP,   10,000 Woodcutting XP,   2 x 10,000 Combat XP,   14,000 Coins,  Helm of Neitiznot,   2 Treasure Hunter keys and 2 Hearts of Ice|0|20 Construction, 40 Agility, 46 Crafting, 56 Woodcutting|42|Fremennik Trials, The|<co>20</co><ag>40</ag><cr>46</cr><wc>56</wc>|The Fremennik Isles,17,9,North,6,25,East|
